aij,x,y,type
0.5284754191237301,0,0,interpolated
0.5294655013705857,0,1,interpolated
0.5303315026701453,0,2,interpolated
0.5483195627012829,0,3,interpolated
0.5311951153225813,0,4,interpolated
0.5311826935929094,0,5,interpolated
0.5311414698809829,0,6,interpolated
0.53110225511771,0,7,interpolated
0.5310336002426032,0,8,interpolated
0.5309684764510741,0,9,interpolated
0.5309127390917999,0,10,interpolated
0.5308720540390784,0,11,interpolated
0.5308947477817136,0,12,interpolated
0.5309777459278333,0,13,interpolated
0.552897782613327,0,14,interpolated
0.5311466042250916,0,15,interpolated
0.5315214075223507,0,16,interpolated
0.5317066029864927,0,17,interpolated
0.5471324104678411,0,18,interpolated
0.5309314068530759,0,19,interpolated
0.5301955086251624,0,20,interpolated
0.5294110552933088,0,21,interpolated
0.5286279428999838,0,22,interpolated
0.5278555185173888,0,23,interpolated
0.5270295643457645,0,24,interpolated
0.5257668530671785,0,25,interpolated
0.5224654881170114,0,26,interpolated
0.5148389177704514,0,27,interpolated
0.5324328252888054,0,28,interpolated
0.5123228403974693,0,29,interpolated
0.5179487258944306,0,30,interpolated
0.5219974386672329,0,31,interpolated
0.5252435020362554,0,32,interpolated
0.528157032035263,0,33,interpolated
0.5263380493215488,0,34,interpolated
0.530979542775884,0,35,interpolated
0.5310778936456435,0,36,interpolated
0.5313838962753922,0,37,interpolated
0.5233902465591345,0,38,interpolated
0.5320156092911431,0,39,interpolated
0.532219881901014,0,40,interpolated
0.5323779008869649,0,41,interpolated
0.5325365254459775,0,42,interpolated
0.532713233579885,0,43,interpolated
0.5328711620408163,0,44,interpolated
0.5330153763986236,0,45,interpolated
0.5331828541800141,0,46,interpolated
0.533388616780419,0,47,interpolated
0.5181607186910341,0,48,interpolated
0.5339046766555975,0,49,interpolated
0.5341969701959639,0,50,interpolated
0.5344909346149307,0,51,interpolated
0.534754495426004,0,52,interpolated
0.5349721289567001,0,53,interpolated
0.5158245341777566,0,54,interpolated
0.5356547209591311,0,55,interpolated
0.5360841304016397,0,56,interpolated
0.5364468756522826,0,57,interpolated
0.5367356677199655,0,58,interpolated
0.5369632049406832,0,59,interpolated
0.5142901144678291,0,60,interpolated
0.5373521294121223,0,61,interpolated
0.537508170658547,0,62,interpolated
0.5375950792786024,0,63,interpolated
0.5376323889419332,0,64,interpolated
0.53761098133774,0,65,interpolated
0.5375304310727815,0,66,interpolated
0.537421257755343,0,67,interpolated
0.5372951016935662,0,68,interpolated
0.5371694555793926,0,69,interpolated
0.5370749924231338,0,70,interpolated
0.5370036674379968,0,71,interpolated
0.5369682861293699,0,72,interpolated
0.536987639672539,0,73,interpolated
0.537057461693255,0,74,interpolated
0.5372022821253793,0,75,interpolated
0.5374285134248206,0,76,interpolated
0.5377201570667275,0,77,interpolated
0.5380155404212067,0,78,interpolated
0.5382863939796083,0,79,interpolated
0.5384279143083524,0,80,interpolated
0.5384118336902013,0,81,interpolated
0.5382600164173483,0,82,interpolated
0.538023450889492,0,83,interpolated
0.5377292437181824,0,84,interpolated
