aij,x,y,type
0.43931805571731414,0,0,interpolated
0.468896393571729,0,1,interpolated
0.49937357943150135,0,2,interpolated
0.5311379821228315,0,3,sample
0.5208699532077247,0,4,interpolated
0.5126992238299605,0,5,interpolated
0.5065297406840694,0,6,interpolated
0.5018602094120082,0,7,interpolated
0.4983457008434265,0,8,interpolated
0.49654019054542375,0,9,interpolated
0.49720094988325697,0,10,interpolated
0.5007699423783117,0,11,interpolated
0.5074869918310881,0,12,interpolated
0.5175301061715216,0,13,interpolated
0.5311291025996199,0,14,sample
0.5248220617014479,0,15,interpolated
0.5231447203199158,0,16,interpolated
0.5255158023736148,0,17,interpolated
0.5315496295575294,0,18,sample
0.5184044332389118,0,19,interpolated
0.5086995260544223,0,20,interpolated
0.5022812517919872,0,21,interpolated
0.49899109732698166,0,22,interpolated
0.4986272972555595,0,23,interpolated
0.5008849347502129,0,24,interpolated
0.5050813916456579,0,25,interpolated
0.5084443461800816,0,26,interpolated
0.5070279340779125,0,27,interpolated
0.5045776203084278,0,28,interpolated
0.5033357504343621,0,29,interpolated
0.5035116486326605,0,30,interpolated
0.5057350514046507,0,31,interpolated
0.5107632379624703,0,32,interpolated
0.5190667772623376,0,33,interpolated
0.5309459678092076,0,34,sample
0.5250898334082725,0,35,interpolated
0.5232183772614619,0,36,interpolated
0.5255426769779715,0,37,interpolated
0.5317296660456499,0,38,sample
0.5194841110137587,0,39,interpolated
0.5104715693097727,0,40,interpolated
0.504318253030956,0,41,interpolated
0.5006507048354734,0,42,interpolated
0.49927047350727227,0,43,interpolated
0.5002940891474891,0,44,interpolated
0.5040065959426128,0,45,interpolated
0.5106689712636382,0,46,interpolated
0.5204787918610337,0,47,interpolated
0.5336168315772394,0,48,sample
0.5250820445894302,0,49,interpolated
0.5200627055809826,0,50,interpolated
0.5185499058923361,0,51,interpolated
0.5205489610457298,0,52,interpolated
0.526087210006754,0,53,interpolated
0.5352032281624153,0,54,sample
0.5268626106872681,0,55,interpolated
0.5217810334457978,0,56,interpolated
0.520156603424965,0,57,interpolated
0.522158242604295,0,58,interpolated
0.5278346162967376,0,59,interpolated
0.5371208922166464,0,60,sample
0.519985133944847,0,61,interpolated
0.5055743806715868,0,62,interpolated
0.4933028564861653,0,63,interpolated
0.48276252512405254,0,64,interpolated
0.4736718715396822,0,65,interpolated
0.46585275586267394,0,66,interpolated
0.45925940933435094,0,67,interpolated
0.45391339561255617,0,68,interpolated
0.4498091348850799,0,69,interpolated
0.4469138477150467,0,70,interpolated
0.44524525762351386,0,71,interpolated
0.44492661176165693,0,72,interpolated
0.4461577657193097,0,73,interpolated
0.44913315835489376,0,74,interpolated
0.45396155606575755,0,75,interpolated
0.46058832652783993,0,76,interpolated
0.4686514027789077,0,77,interpolated
0.4771439675293117,0,78,interpolated
0.4840650010064876,0,79,interpolated
0.48761365181621247,0,80,interpolated
0.48787948007576354,0,81,interpolated
0.48576495332659547,0,82,interpolated
0.48269411168554904,0,83,interpolated
0.4797780410226575,0,84,interpolated
0.4775329228636567,0,85,interpolated
0.47636324626091897,0,86,interpolated
0.47653122173980267,0,87,interpolated
0.4777948555774323,0,88,interpolated
0.4789206272326444,0,89,interpolated
0.4773364284424554,0,90,interpolated
0.4712721809037802,0,91,interpolated
0.4626066083912817,0,92,interpolated
0.4540592313258652,0,93,interpolated
0.4471017086216601,0,94,interpolated
0.4423653337131503,0,95,interpolated
0.44011958027195763,0,96,interpolated
0.4404785310196792,0,97,interpolated
0.44347405703774645,0,98,interpolated
0.4490651899225091,0,99,interpolated
0.45709223224245665,0,100,interpolated
0.4671318184033794,0,101,interpolated
0.47815623650306377,0,102,interpolated
0.48823958953221824,0,103,interpolated
0.4959985917325921,0,104,interpolated
0.5020833369833839,0,105,interpolated
0.5040290523899768,0,106,interpolated
0.495946021383668,0,107,interpolated
0.4836249683808918,0,108,interpolated
0.47116789668259174,0,109,interpolated
0.45959207474637664,0,110,interpolated
0.4493921113121159,0,111,interpolated
0.44085936929951747,0,112,interpolated
0.4341455480621226,0,113,interpolated
0.4293197401717184,0,114,interpolated
0.4264019279642792,0,115,interpolated
0.42537954884419915,0,116,interpolated
0.42621803378260836,0,117,interpolated
0.42887046347966146,0,118,interpolated
0.433289078043823,0,119,interpolated
0.4394417509209653,0,120,interpolated
0.4473329944018164,0,121,interpolated
0.45701573584282745,0,122,interpolated
0.4685590691973188,0,123,interpolated
0.4818898618240516,0,124,interpolated
0.4961186408356118,0,125,interpolated
0.5064051850550617,0,126,interpolated
0.5058293830729265,0,127,interpolated
0.5014507351186619,0,128,interpolated
0.49802283245830975,0,129,interpolated
0.49580561335074164,0,130,interpolated
0.493448825220336,0,131,interpolated
0.4898461020418596,0,132,interpolated
0.48587738301245614,0,133,interpolated
0.48275084757369735,0,134,interpolated
0.48072505265854837,0,135,interpolated
0.4793748379579395,0,136,interpolated
0.4781445651522755,0,137,interpolated
0.47666430723647896,0,138,interpolated
0.4746444176748963,0,139,interpolated
0.4720903618046101,0,140,interpolated
0.469661495975276,0,141,interpolated
0.4683148886482803,0,142,interpolated
0.46881283114565186,0,143,interpolated
0.47162667016721566,0,144,interpolated
0.47701270001439716,0,145,interpolated
0.4850590344332032,0,146,interpolated
0.4956073564126909,0,147,interpolated
0.5076979320366845,0,148,interpolated
0.5167849579290005,0,149,interpolated
0.516360738312959,0,150,interpolated
0.5121639438091736,0,151,interpolated
0.5076346091315775,0,152,interpolated
0.5030007385567254,0,153,interpolated
0.49908650648024155,0,154,interpolated
0.49673638707755813,0,155,interpolated
0.49596062662644963,0,156,interpolated
0.495720715608747,0,157,interpolated
0.49377658520564577,0,158,interpolated
0.4884078197641653,0,159,interpolated
0.4806841800461278,0,160,interpolated
0.47232558881807457,0,161,interpolated
0.46419196975883587,0,162,interpolated
0.4566889788597651,0,163,interpolated
0.45008042562443423,0,164,interpolated
0.44454181727012315,0,165,interpolated
0.4401833902610837,0,166,interpolated
0.43708670225486485,0,167,interpolated
0.43532633098143864,0,168,interpolated
0.4349731161297569,0,169,interpolated
0.4360939713475591,0,170,interpolated
0.4387546728339488,0,171,interpolated
0.4430193683429607,0,172,interpolated
0.44894093764116094,0,173,interpolated
0.4565472131032347,0,174,interpolated
0.46583622648069123,0,175,interpolated
0.47677992081307907,0,176,interpolated
0.48925890725872945,0,177,interpolated
0.5025275127414117,0,178,interpolated
0.5124479685019576,0,179,interpolated
0.5130334588262006,0,180,interpolated
0.5103896225328787,0,181,interpolated
0.5084742215324165,0,182,interpolated
0.5079291183520187,0,183,interpolated
0.5094734935006923,0,184,interpolated
0.513853001125424,0,185,interpolated
0.5214587274957317,0,186,interpolated
0.5323971973652875,0,187,sample
0.5185017087824826,0,188,interpolated
0.507147748434008,0,189,interpolated
0.4972413448424779,0,190,interpolated
0.48800834978853896,0,191,interpolated
0.47997110318580627,0,192,interpolated
0.4739597456060831,0,193,interpolated
0.4703666928503125,0,194,interpolated
0.46924535614917273,0,195,interpolated
0.4703695744524899,0,196,interpolated
0.4730614891360789,0,197,interpolated
0.4760133199500635,0,198,interpolated
0.4783785313435235,0,199,interpolated
0.48119775810188237,0,200,interpolated
0.48586671327350317,0,201,interpolated
0.49290653174149524,0,202,interpolated
0.5022489575179879,0,203,sample
0.4891646539898925,0,204,interpolated
0.47772145988090803,0,205,interpolated
0.4683908400241164,0,206,interpolated
0.4612041673891701,0,207,interpolated
0.45572154261443815,0,208,interpolated
0.45168848663851785,0,209,interpolated
0.4493129608838524,0,210,interpolated
0.449041440802673,0,211,interpolated
0.4512613471784496,0,212,interpolated
0.4562345682889534,0,213,interpolated
0.4641384569025314,0,214,interpolated
0.47510873993024433,0,215,interpolated
0.4892650273469826,0,216,sample
0.4759173012586928,0,217,interpolated
0.4656684393823107,0,218,interpolated
0.45827698502596786,0,219,interpolated
0.453370597897622,0,220,interpolated
0.4502323844469163,0,221,interpolated
0.4476133363510361,0,222,interpolated
0.4446267749147224,0,223,interpolated
0.4419373161180825,0,224,interpolated
0.44042797522419747,0,225,interpolated
0.4400631026587892,0,226,interpolated
0.4398747233702154,0,227,interpolated
0.43909549799559994,0,228,interpolated
0.4384791023280851,0,229,interpolated
0.43897904470516336,0,230,interpolated
0.44060944185821377,0,231,interpolated
0.4424492883438298,0,232,interpolated
0.44379628502988594,0,233,interpolated
0.4455063073736528,0,234,interpolated
0.4486586243423953,0,235,interpolated
0.4531601620721203,0,236,interpolated
0.45578130591066257,0,237,interpolated
0.45154615867422915,0,238,interpolated
0.4447474733741447,0,239,interpolated
0.43865383766633775,0,240,interpolated
0.4338629822951115,0,241,interpolated
0.43004098401188895,0,242,interpolated
0.4265193377728451,0,243,interpolated
0.42294896168579554,0,244,interpolated
0.41971919916793166,0,245,interpolated
0.4175741529788158,0,246,interpolated
0.41710419023003836,0,247,interpolated
0.41861791383251656,0,248,interpolated
0.4221652595187455,0,249,interpolated
0.4274857646284533,0,250,interpolated
0.43376439406694495,0,251,interpolated
0.43941185047323916,0,252,interpolated
0.4433538916509271,0,253,interpolated
0.4467545589415375,0,254,interpolated
0.4512989753883039,0,255,interpolated
0.4579028529475055,0,256,interpolated
0.46691354733164553,0,257,interpolated
0.4783037312766378,0,258,sample
0.45800396604727506,0,259,interpolated
0.43839052796164274,0,260,interpolated
0.41794404091449405,0,261,interpolated
0.39575663075411205,0,262,interpolated
0.37218519286489793,0,263,interpolated
0.3482310136126509,0,264,interpolated
0.32471872861471185,0,265,interpolated
0.45546254283338755,1,0,interpolated
0.4841011594426626,1,1,interpolated
0.5107399389014807,1,2,interpolated
0.5291956040465663,1,3,interpolated
0.5311511381388092,1,4,interpolated
0.5265144488191252,1,5,interpolated
0.5220441102024767,1,6,interpolated
0.5182237243269329,1,7,interpolated
0.5138617175500202,1,8,interpolated
0.5108747634182348,1,9,interpolated
0.5105665485436147,1,10,interpolated
0.513197334985495,1,11,interpolated
0.5186599610731385,1,12,interpolated
0.5261917016975484,1,13,interpolated
0.5322086650255423,1,14,interpolated
0.5316474209357814,1,15,sample
0.5320347145231635,1,16,interpolated
0.5335055451208675,1,17,interpolated
0.5334703224174897,1,18,interpolated
0.5273779857534205,1,19,interpolated
0.5200249979918938,1,20,interpolated
0.5147912469727558,1,21,interpolated
0.5123748805974531,1,22,interpolated
0.5128491871555398,1,23,interpolated
0.5160609640657097,1,24,interpolated
0.521959682312504,1,25,interpolated
0.5309103439722035,1,26,sample
0.5242034886747741,1,27,interpolated
0.5207239808249288,1,28,interpolated
0.519246340463241,1,29,interpolated
0.5180696194315848,1,30,interpolated
0.5187010282674835,1,31,interpolated
0.522107026565982,1,32,interpolated
0.5278687399759947,1,33,interpolated
0.5328939807424762,1,34,interpolated
0.5327048651710171,1,35,interpolated
0.5316,1,36,sample
0.533287521835659,1,37,interpolated
0.5338194451312339,1,38,interpolated
0.5286396485078043,1,39,interpolated
0.5221776773420684,1,40,interpolated
0.5173714764624403,1,41,interpolated
0.5143510960977113,1,42,interpolated
0.5128798723551247,1,43,interpolated
0.5133588504824386,1,44,interpolated
0.5163032883181825,1,45,interpolated
0.5218145733169497,1,46,interpolated
0.5291782430278369,1,47,interpolated
0.5346997593526475,1,48,interpolated
0.5332271383677123,1,49,interpolated
0.5300884972014223,1,50,interpolated
0.5290171958030958,1,51,interpolated
0.5306761459555002,1,52,interpolated
0.5345993737247432,1,53,interpolated
0.5377553202004649,1,54,interpolated
0.5358221946214548,1,55,sample
0.5321510462930199,1,56,interpolated
0.530874959845363,1,57,interpolated
0.5325061078305855,1,58,interpolated
0.5363538908738013,1,59,interpolated
0.5380100113289833,1,60,interpolated
0.5308294953919811,1,61,interpolated
0.5202408987478234,1,62,interpolated
0.5099675632782735,1,63,interpolated
0.5007054353410539,1,64,interpolated
0.4924648811459849,1,65,interpolated
0.48511116819649935,1,66,interpolated
0.4787614804678902,1,67,interpolated
0.47361752828564757,1,68,interpolated
0.46969323382768285,1,69,interpolated
0.4668565366294714,1,70,interpolated
0.4650652916350176,1,71,interpolated
0.4645220420390642,1,72,interpolated
0.4655934158637438,1,73,interpolated
0.46863497112420366,1,74,interpolated
0.47389260006662104,1,75,interpolated
0.4814778122853598,1,76,interpolated
0.49131610685879795,1,77,interpolated
0.5027666721903157,1,78,interpolated
0.5125982514247196,1,79,interpolated
0.5159421464142768,1,80,interpolated
0.5153734287191594,1,81,interpolated
0.5112327054887116,1,82,interpolated
0.5065994686609614,1,83,interpolated
0.5028232328378215,1,84,interpolated
0.4998130106938578,1,85,interpolated
0.4981831810325678,1,86,interpolated
0.4986602950771024,1,87,interpolated
0.5014036673932395,1,88,interpolated
0.5055422158196246,1,89,interpolated
0.5063413010782669,1,90,interpolated
0.4970778192418854,1,91,interpolated
0.4845261867987723,1,92,interpolated
0.47350391125148317,1,93,interpolated
0.46505703620011407,1,94,interpolated
0.4594407079205136,1,95,interpolated
0.45673278973549775,1,96,interpolated
0.4569647180072149,1,97,interpolated
0.46015472310196226,1,98,interpolated
0.46631054085111395,1,99,interpolated
0.4754066159139866,1,100,interpolated
0.4872911980828238,1,101,interpolated
0.5012524355227286,1,102,interpolated
0.5139107894659501,1,103,interpolated
0.520612193306099,1,104,interpolated
0.5269335400902272,1,105,interpolated
0.5372883357764627,1,106,sample
0.5209364395896724,1,107,interpolated
0.5063172509892792,1,108,interpolated
0.49254952388493073,1,109,interpolated
0.4798758764184976,1,110,interpolated
0.46883896142948156,1,111,interpolated
0.459710002363293,1,112,interpolated
0.45259075115281516,1,113,interpolated
0.44751628068322613,1,114,interpolated
0.4444834154281089,1,115,interpolated
0.4434574528200006,1,116,interpolated
0.44437876484095196,1,117,interpolated
0.44717100505328666,1,118,interpolated
0.4517508636957444,1,119,interpolated
0.458048340078638,1,120,interpolated
0.46605036116310494,1,121,interpolated
0.4758572928841983,1,122,interpolated
0.4877065480222509,1,123,interpolated
0.5019333607127555,1,124,interpolated
0.5189042352544536,1,125,interpolated
0.5389892944430081,1,126,sample
0.5287217311340351,1,127,interpolated
0.5220222620996877,1,128,interpolated
0.5187615149331801,1,129,interpolated
0.5182578452198924,1,130,interpolated
0.5176150044949501,1,131,interpolated
0.5127950630937573,1,132,interpolated
0.5075358221640782,1,133,interpolated
0.5043031237193455,1,134,interpolated
0.5030220500420916,1,135,interpolated
0.5025823281111714,1,136,interpolated
0.5018883978371486,1,137,interpolated
0.500756920196171,1,138,interpolated
0.49856866411456274,1,139,interpolated
0.4947234128604174,1,140,interpolated
0.4905316620357718,1,141,interpolated
0.4877141680581289,1,142,interpolated
0.48721872230711105,1,143,interpolated
0.48948884606766174,1,144,interpolated
0.49475667678241675,1,145,interpolated
0.5031693741600557,1,146,interpolated
0.5148399012141472,1,147,interpolated
0.5298691949916436,1,148,interpolated
0.5483519613765057,1,149,sample
0.540135507628669,1,150,interpolated
0.5349176375685738,1,151,interpolated
0.5307899409443627,1,152,interpolated
0.5251238376809633,1,153,interpolated
0.5204237122803987,1,154,interpolated
0.5184187711422675,1,155,interpolated
0.5192505477652163,1,156,interpolated
0.5220783942333105,1,157,interpolated
0.5229102200506407,1,158,interpolated
0.5160484130737113,1,159,interpolated
0.5062734944636131,1,160,interpolated
0.49670914269980776,1,161,interpolated
0.4877121159553534,1,162,interpolated
0.47947627372470913,1,163,interpolated
0.47227147022484517,1,164,interpolated
0.4662546413548718,1,165,interpolated
0.4614869816628374,1,166,interpolated
0.4580229678351604,1,167,interpolated
0.4559363114856613,1,168,interpolated
0.45530067509550187,1,169,interpolated
0.45618103206444105,1,170,interpolated
0.4586466067068644,1,171,interpolated
0.46277868878920964,1,172,interpolated
0.4686520635461379,1,173,interpolated
0.47629984172255624,1,174,interpolated
0.48570119247659277,1,175,interpolated
0.49684357885670816,1,176,interpolated
0.5098598457410648,1,177,interpolated
0.525118046572778,1,178,interpolated
0.5431552740119029,1,179,sample
0.5348550061061468,1,180,interpolated
0.529820729815523,1,181,interpolated
0.5269939760747755,1,182,interpolated
0.5247870709302357,1,183,interpolated
0.5246019574021157,1,184,interpolated
0.5273245410007195,1,185,interpolated
0.5323010303177136,1,186,interpolated
0.5352967615762353,1,187,interpolated
0.5302595268975816,1,188,interpolated
0.5225745447861364,1,189,interpolated
0.5146576707111874,1,190,interpolated
0.5050004968569431,1,191,interpolated
0.4961153078424685,1,192,interpolated
0.4896879487392951,1,193,interpolated
0.48605674854781294,1,194,interpolated
0.4852643539756713,1,195,interpolated
0.48721595018894237,1,196,interpolated
0.49141541346209233,1,197,interpolated
0.4954433449581759,1,198,interpolated
0.49591604091875174,1,199,interpolated
0.49641644021975245,1,200,interpolated
0.49921436786784157,1,201,interpolated
0.504,1,202,sample
0.5055046942876551,1,203,interpolated
0.5006,1,204,sample
0.4905313462972156,1,205,interpolated
0.48238191330912206,1,206,interpolated
0.47618003141431614,1,207,interpolated
0.4711424563877742,1,208,interpolated
0.4667005927020502,1,209,interpolated
0.4634697753452938,1,210,interpolated
0.4623366651472631,1,211,interpolated
0.46376611561246167,1,212,interpolated
0.4678986875423511,1,213,interpolated
0.4745814832839602,1,214,interpolated
0.48285489082289534,1,215,interpolated
0.4881553251751918,1,216,interpolated
0.484055081124814,1,217,interpolated
0.4769391864661106,1,218,interpolated
0.47132859178961417,1,219,interpolated
0.46810124643360423,1,220,interpolated
0.46704855128527323,1,221,interpolated
0.4661504939796653,1,222,interpolated
0.4624860717463892,1,223,interpolated
0.4590022254374055,1,224,interpolated
0.4577078748753165,1,225,interpolated
0.4586032680159112,1,226,interpolated
0.45964372199679493,1,227,interpolated
0.45782127189346766,1,228,interpolated
0.45614245219214067,1,229,interpolated
0.45665789810495916,1,230,interpolated
0.4593785112231373,1,231,interpolated
0.4622748303276033,1,232,interpolated
0.4623776411431578,1,233,interpolated
0.46280840176063603,1,234,interpolated
0.4658479560095037,1,235,interpolated
0.4720929915404359,1,236,interpolated
0.48164129246479265,1,237,sample
0.47152947712106386,1,238,interpolated
0.4630230945196946,1,239,interpolated
0.45660896002634377,1,240,interpolated
0.45236702545887203,1,241,interpolated
0.44947627332128204,1,242,interpolated
0.44638822186927346,1,243,interpolated
0.4420790244331582,1,244,interpolated
0.4375845292599781,1,245,interpolated
0.43440797333758957,1,246,interpolated
0.43335473958612486,1,247,interpolated
0.43475339606785296,1,248,interpolated
0.4387029469641032,1,249,interpolated
0.44511219253090667,1,250,interpolated
0.4533751373367706,1,251,interpolated
0.4605799290455034,1,252,interpolated
0.4626233979686741,1,253,interpolated
0.46361256389846645,1,254,interpolated
0.4664258836649237,1,255,interpolated
0.47146457294629524,1,256,interpolated
0.47779695455159005,1,257,interpolated
0.48033640155314455,1,258,interpolated
0.47151571950286714,1,259,interpolated
0.4568265083268623,1,260,interpolated
0.43853010644646445,1,261,interpolated
0.41577790213619154,1,262,interpolated
0.390273471649299,1,263,interpolated
0.36434607113945144,1,264,interpolated
0.3391804687438759,1,265,interpolated
0.46825963929224795,2,0,interpolated
0.49453507117940937,2,1,interpolated
0.5159786403802539,2,2,interpolated
0.5292715370414821,2,3,interpolated
0.5337007473868223,2,4,interpolated
0.5330513402731738,2,5,interpolated
0.5314293111977559,2,6,interpolated
0.5310265928522425,2,7,sample
0.5246323934946041,2,8,interpolated
0.5208336871581577,2,9,interpolated
